"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12563","Проверить список добавления контента для неавторизованного пользователя","rutube-unauth-UI","Tue Aug 26 11:38:38 UTC 2025","passed","Tue Aug 26 11:38:51 UTC 2025","Доступность элементов","tests/UI/unauthorized/main-page.spec.ts","",""
"","1557","13. [POST] Создать todo. Граничные значения title и description.","challenges-API","Tue Aug 26 11:39:46 UTC 2025","passed","Tue Aug 26 11:39:48 UTC 2025","","tests/API/challenges.spec.ts","",""
"","4240","Получить userId после логина","learnqa-API","Tue Aug 26 11:39:08 UTC 2025","passed","Tue Aug 26 11:39:13 UTC 2025","Авторизованный пользователь","tests/API/user.spec.ts","",""
"","1469","3. [GET] Получить список todo","challenges-API","Tue Aug 26 11:39:24 UTC 2025","passed","Tue Aug 26 11:39:25 UTC 2025","","tests/API/challenges.spec.ts","",""
"","15546","Проверить развернутое меню для неавторизованного пользователя","rutube-unauth-UI","Tue Aug 26 11:39:05 UTC 2025","failed","Tue Aug 26 11:39:20 UTC 2025","Доступность элементов","tests/UI/unauthorized/main-page.spec.ts","",""
"","12475","Проверить попап уведомлений для неавторизованного пользователя","rutube-unauth-UI","Tue Aug 26 11:38:40 UTC 2025","passed","Tue Aug 26 11:38:52 UTC 2025","Доступность элементов","tests/UI/unauthorized/main-page.spec.ts","",""
"","5645","Обновить данные своего аккаунта","learnqa-API","Tue Aug 26 11:39:13 UTC 2025","passed","Tue Aug 26 11:39:18 UTC 2025","Авторизованный пользователь","tests/API/user.spec.ts","",""
"","1498","4. [GET] Получить список todo. Ошибка в end point.","challenges-API","Tue Aug 26 11:39:25 UTC 2025","passed","Tue Aug 26 11:39:27 UTC 2025","","tests/API/challenges.spec.ts","",""
"","1498","10. [POST] Создать todo. Неверный тип doneStatus.","challenges-API","Tue Aug 26 11:39:42 UTC 2025","passed","Tue Aug 26 11:39:43 UTC 2025","","tests/API/challenges.spec.ts","",""
"","15027","Проверить доступность элементов развернутого меню для авторизованного пользователя","rutube-auth-UI","Tue Aug 26 11:40:11 UTC 2025","failed","Tue Aug 26 11:40:26 UTC 2025","","tests/UI/authorized/main-page.spec.ts","",""
"","8585","Проверить боковое меню для неавторизованного пользователя","rutube-unauth-UI","Tue Aug 26 11:38:30 UTC 2025","passed","Tue Aug 26 11:38:38 UTC 2025","Доступность элементов","tests/UI/unauthorized/main-page.spec.ts","",""
"","8476","Проверить лейаут таба - Монетизация","rutube-unauth-UI","Tue Aug 26 11:38:22 UTC 2025","passed","Tue Aug 26 11:38:30 UTC 2025","","tests/UI/unauthorized/for-creators-page.spec.ts","",""
"","1457","15. [POST] Создать todo. Лишнее свойство в объекте todo.","challenges-API","Tue Aug 26 11:39:49 UTC 2025","passed","Tue Aug 26 11:39:51 UTC 2025","","tests/API/challenges.spec.ts","",""
"","12359","Проверить лейаут категорий","rutube-unauth-UI","Tue Aug 26 11:38:00 UTC 2025","passed","Tue Aug 26 11:38:12 UTC 2025","","tests/UI/unauthorized/categories-page.spec.ts","",""
"","8329","Проверить лейаут таба - Правила","rutube-unauth-UI","Tue Aug 26 11:38:21 UTC 2025","passed","Tue Aug 26 11:38:30 UTC 2025","","tests/UI/unauthorized/for-creators-page.spec.ts","",""
