"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Проверить доступность элементов развернутого меню для авторизованного пользователя","authorized","Tue Aug 19 13:08:16 UTC 2025","skipped","Tue Aug 19 13:08:16 UTC 2025","","UI/authorized/main-page.spec.ts","",""
"","17380","Переключить тему с темной на светлую","unauthorized","Tue Aug 19 13:06:50 UTC 2025","passed","Tue Aug 19 13:07:07 UTC 2025","","UI/unauthorized/main-page.spec.ts","",""
"","21314","Проверить список добавления контента для неавторизованного пользователя","unauthorized","Tue Aug 19 13:06:22 UTC 2025","passed","Tue Aug 19 13:06:43 UTC 2025","Доступность элементов","UI/unauthorized/main-page.spec.ts","",""
"","8223","Проверить модальное окно авторизации для неавторизованного пользователя","unauthorized","Tue Aug 19 13:06:58 UTC 2025","failed","Tue Aug 19 13:07:06 UTC 2025","Доступность элементов","UI/unauthorized/main-page.spec.ts","",""
"","1478","Запрещено удаление аккаунта","API","Tue Aug 19 13:07:49 UTC 2025","passed","Tue Aug 19 13:07:50 UTC 2025","Неавторизованный пользователь","API/user.spec.ts","",""
"","4631","Запрещено удаление чужого аккаунта","API","Tue Aug 19 13:07:48 UTC 2025","passed","Tue Aug 19 13:07:52 UTC 2025","Авторизованный пользователь","API/user.spec.ts","",""
"","12443","Проверить лейаут таба - Команда R","unauthorized","Tue Aug 19 13:05:39 UTC 2025","passed","Tue Aug 19 13:05:52 UTC 2025","","UI/unauthorized/for-creators-page.spec.ts","",""
"","1981","[GET] Hello без name","API","Tue Aug 19 13:07:08 UTC 2025","passed","Tue Aug 19 13:07:10 UTC 2025","","API/hello.spec.ts","",""
"","7370","Проверить лейаут таба - Монетизация","unauthorized","Tue Aug 19 13:05:21 UTC 2025","passed","Tue Aug 19 13:05:28 UTC 2025","","UI/unauthorized/for-creators-page.spec.ts","",""
"","30027","Проверить табы категорий для неавторизованного пользователя","unauthorized","Tue Aug 19 13:05:52 UTC 2025","passed","Tue Aug 19 13:06:22 UTC 2025","Доступность элементов","UI/unauthorized/main-page.spec.ts","",""
"","12985","Проверить доступность контента для неавторизованного пользователя","unauthorized","Tue Aug 19 13:06:56 UTC 2025","passed","Tue Aug 19 13:07:09 UTC 2025","","UI/unauthorized/subscriptions-page.spec.ts","",""
"","5333","Обновить данные своего аккаунта","API","Tue Aug 19 13:08:11 UTC 2025","failed","Tue Aug 19 13:08:16 UTC 2025","Авторизованный пользователь","API/user.spec.ts","",""
"","20616","Проверить попап уведомлений для неавторизованного пользователя","unauthorized","Tue Aug 19 13:06:22 UTC 2025","passed","Tue Aug 19 13:06:42 UTC 2025","Доступность элементов","UI/unauthorized/main-page.spec.ts","",""
"","13381","Проверить развернутое меню для неавторизованного пользователя","unauthorized","Tue Aug 19 13:06:43 UTC 2025","passed","Tue Aug 19 13:06:56 UTC 2025","Доступность элементов","UI/unauthorized/main-page.spec.ts","",""
"","10176","Проверить лейаут таба - Первые шаги","unauthorized","Tue Aug 19 13:04:49 UTC 2025","passed","Tue Aug 19 13:04:59 UTC 2025","","UI/unauthorized/for-creators-page.spec.ts","",""
"","8822","Проверить лейаут таба - Главная","unauthorized","Tue Aug 19 13:04:40 UTC 2025","passed","Tue Aug 19 13:04:48 UTC 2025","","UI/unauthorized/for-creators-page.spec.ts","",""
"","0","Проверить доступность элементов меню пользователя в хедере для авторизованного пользователя","authorized","Tue Aug 19 13:08:16 UTC 2025","skipped","Tue Aug 19 13:08:16 UTC 2025","","UI/authorized/main-page.spec.ts","",""
"","16478","Проверить лейаут категорий","unauthorized","Tue Aug 19 13:05:03 UTC 2025","failed","Tue Aug 19 13:05:20 UTC 2025","","UI/unauthorized/categories-page.spec.ts","",""
"","30164","Аутентификация","auth","Tue Aug 19 13:05:11 UTC 2025","broken","Tue Aug 19 13:05:41 UTC 2025","","UI/auth.spec.ts","",""
"","29356","Проверить боковое меню для неавторизованного пользователя","unauthorized","Tue Aug 19 13:05:52 UTC 2025","passed","Tue Aug 19 13:06:21 UTC 2025","Доступность элементов","UI/unauthorized/main-page.spec.ts","",""
"","5383","Получить инфо о User по Id","API","Tue Aug 19 13:07:43 UTC 2025","passed","Tue Aug 19 13:07:48 UTC 2025","Авторизованный пользователь","API/user.spec.ts","",""
"","688","[GET] Hello c пустым name","API","Tue Aug 19 13:07:10 UTC 2025","passed","Tue Aug 19 13:07:11 UTC 2025","","API/hello.spec.ts","",""
"","8534","Проверить лейаут таба - Правила","unauthorized","Tue Aug 19 13:05:38 UTC 2025","failed","Tue Aug 19 13:05:46 UTC 2025","","UI/unauthorized/for-creators-page.spec.ts","",""
"","0","Проверить доступность элементов попапа уведомлений для авторизованного пользователя","authorized","Tue Aug 19 13:08:16 UTC 2025","skipped","Tue Aug 19 13:08:16 UTC 2025","","UI/authorized/main-page.spec.ts","",""
"","5279","Получить userId после логина","API","Tue Aug 19 13:07:43 UTC 2025","passed","Tue Aug 19 13:07:48 UTC 2025","Авторизованный пользователь","API/user.spec.ts","",""
"","30695","Проверить хедер для неавторизованного пользователя","unauthorized","Tue Aug 19 13:06:18 UTC 2025","broken","Tue Aug 19 13:06:49 UTC 2025","Доступность элементов","UI/unauthorized/main-page.spec.ts","",""
"","0","Проверить доступность элементов хедера для авторизованного пользователя","authorized","Tue Aug 19 13:08:16 UTC 2025","skipped","Tue Aug 19 13:08:16 UTC 2025","","UI/authorized/main-page.spec.ts","",""
"","30444","Проверить лейаут таба - Как развивать канал","unauthorized","Tue Aug 19 13:05:08 UTC 2025","broken","Tue Aug 19 13:05:38 UTC 2025","","UI/unauthorized/for-creators-page.spec.ts","",""
"","834","[GET] Hello выводит переданный name","API","Tue Aug 19 13:07:38 UTC 2025","passed","Tue Aug 19 13:07:38 UTC 2025","","API/hello.spec.ts","",""
"","0","Проверить доступность контента для авторизованного пользователя","authorized","Tue Aug 19 13:08:16 UTC 2025","skipped","Tue Aug 19 13:08:16 UTC 2025","","UI/authorized/subscriptions-page.spec.ts","",""
