"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5604","Запрещено удаление чужого аккаунта","learnqa-API","Fri Aug 22 13:19:20 UTC 2025","passed","Fri Aug 22 13:19:25 UTC 2025","Авторизованный пользователь","tests/API/user.spec.ts","",""
"","1693","Получить todo по id","challenges-API","Fri Aug 22 13:19:31 UTC 2025","passed","Fri Aug 22 13:19:33 UTC 2025","","tests/API/challenges.spec.ts","",""
"","1935","Получить список не выполненных заданий","challenges-API","Fri Aug 22 13:19:37 UTC 2025","passed","Fri Aug 22 13:19:38 UTC 2025","","tests/API/challenges.spec.ts","",""
"","1564","Запрещено удаление аккаунта","learnqa-API","Fri Aug 22 13:19:22 UTC 2025","passed","Fri Aug 22 13:19:23 UTC 2025","Неавторизованный пользователь","tests/API/user.spec.ts","",""
"","1923","Получить список todo. Ошибка в end point","challenges-API","Fri Aug 22 13:19:30 UTC 2025","passed","Fri Aug 22 13:19:31 UTC 2025","","tests/API/challenges.spec.ts","",""
"","1727","Получить заголовки ответа","challenges-API","Fri Aug 22 13:19:38 UTC 2025","passed","Fri Aug 22 13:19:40 UTC 2025","","tests/API/challenges.spec.ts","",""
"","11171","Проверить лейаут таба - Монетизация","rutube-unauth-UI","Fri Aug 22 13:18:19 UTC 2025","passed","Fri Aug 22 13:18:31 UTC 2025","","tests/UI/unauthorized/for-creators-page.spec.ts","",""
"","871","[GET] Hello без name","learnqa-API","Fri Aug 22 13:19:14 UTC 2025","passed","Fri Aug 22 13:19:15 UTC 2025","","tests/API/hello.spec.ts","",""
"","25167","Аутентификация","auth","Fri Aug 22 13:17:53 UTC 2025","passed","Fri Aug 22 13:18:18 UTC 2025","","tests/UI/auth.spec.ts","",""
"","1701","Получить todo по id. Не существует id","challenges-API","Fri Aug 22 13:19:33 UTC 2025","passed","Fri Aug 22 13:19:35 UTC 2025","","tests/API/challenges.spec.ts","",""
"","9925","Проверить лейаут таба - Правила","rutube-unauth-UI","Fri Aug 22 13:18:20 UTC 2025","passed","Fri Aug 22 13:18:30 UTC 2025","","tests/UI/unauthorized/for-creators-page.spec.ts","",""
"","1098","[GET] Hello выводит переданный name","learnqa-API","Fri Aug 22 13:19:12 UTC 2025","passed","Fri Aug 22 13:19:13 UTC 2025","","tests/API/hello.spec.ts","",""
"","12974","Проверить попап уведомлений для неавторизованного пользователя","rutube-unauth-UI","Fri Aug 22 13:18:43 UTC 2025","passed","Fri Aug 22 13:18:56 UTC 2025","Доступность элементов","tests/UI/unauthorized/main-page.spec.ts","",""
"","11909","Проверить модальное окно авторизации для неавторизованного пользователя","rutube-unauth-UI","Fri Aug 22 13:18:43 UTC 2025","passed","Fri Aug 22 13:18:55 UTC 2025","Доступность элементов","tests/UI/unauthorized/main-page.spec.ts","",""
"","10549","Проверить лейаут таба - Как развивать канал","rutube-unauth-UI","Fri Aug 22 13:18:10 UTC 2025","passed","Fri Aug 22 13:18:20 UTC 2025","","tests/UI/unauthorized/for-creators-page.spec.ts","",""
"","15923","Проверить доступность элементов развернутого меню для авторизованного пользователя","rutube-auth-UI","Fri Aug 22 13:19:45 UTC 2025","passed","Fri Aug 22 13:20:01 UTC 2025","","tests/UI/authorized/main-page.spec.ts","",""
