"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10433","Проверить развернутое меню для неавторизованного пользователя","unauthorized","Tue Aug 19 14:45:01 UTC 2025","passed","Tue Aug 19 14:45:12 UTC 2025","Доступность элементов","UI/unauthorized/main-page.spec.ts","",""
"","15592","Проверить список добавления контента для неавторизованного пользователя","unauthorized","Tue Aug 19 14:44:46 UTC 2025","passed","Tue Aug 19 14:45:01 UTC 2025","Доступность элементов","UI/unauthorized/main-page.spec.ts","",""
"","1516","Запрещено удаление аккаунта","API","Tue Aug 19 14:45:28 UTC 2025","passed","Tue Aug 19 14:45:29 UTC 2025","Неавторизованный пользователь","API/user.spec.ts","",""
"","12347","Проверить боковое меню для неавторизованного пользователя","unauthorized","Tue Aug 19 14:44:33 UTC 2025","passed","Tue Aug 19 14:44:46 UTC 2025","Доступность элементов","UI/unauthorized/main-page.spec.ts","",""
"","10999","Проверить лейаут таба - Первые шаги","unauthorized","Tue Aug 19 14:44:01 UTC 2025","passed","Tue Aug 19 14:44:12 UTC 2025","","UI/unauthorized/for-creators-page.spec.ts","",""
"","5394","Запрещено удаление чужого аккаунта","API","Tue Aug 19 14:45:26 UTC 2025","passed","Tue Aug 19 14:45:32 UTC 2025","Авторизованный пользователь","API/user.spec.ts","",""
"","12816","Проверить табы категорий для неавторизованного пользователя","unauthorized","Tue Aug 19 14:44:39 UTC 2025","passed","Tue Aug 19 14:44:52 UTC 2025","Доступность элементов","UI/unauthorized/main-page.spec.ts","",""
"","21241","Проверить доступность элементов попапа уведомлений для авторизованного пользователя","authorized","Tue Aug 19 14:45:39 UTC 2025","passed","Tue Aug 19 14:46:00 UTC 2025","","UI/authorized/main-page.spec.ts","",""
"","11366","Проверить лейаут таба - Как развивать канал","unauthorized","Tue Aug 19 14:44:08 UTC 2025","passed","Tue Aug 19 14:44:19 UTC 2025","","UI/unauthorized/for-creators-page.spec.ts","",""
"","13865","Проверить модальное окно авторизации для неавторизованного пользователя","unauthorized","Tue Aug 19 14:45:06 UTC 2025","failed","Tue Aug 19 14:45:20 UTC 2025","Доступность элементов","UI/unauthorized/main-page.spec.ts","",""
"","14551","Проверить доступность контента для неавторизованного пользователя","unauthorized","Tue Aug 19 14:45:12 UTC 2025","passed","Tue Aug 19 14:45:26 UTC 2025","","UI/unauthorized/subscriptions-page.spec.ts","",""
"","13133","Проверить доступность элементов меню пользователя в хедере для авторизованного пользователя","authorized","Tue Aug 19 14:46:00 UTC 2025","passed","Tue Aug 19 14:46:14 UTC 2025","","UI/authorized/main-page.spec.ts","",""
"","5221","Обновить данные своего аккаунта","API","Tue Aug 19 14:45:33 UTC 2025","failed","Tue Aug 19 14:45:38 UTC 2025","Авторизованный пользователь","API/user.spec.ts","",""
"","13000","Проверить хедер для неавторизованного пользователя","unauthorized","Tue Aug 19 14:44:34 UTC 2025","passed","Tue Aug 19 14:44:47 UTC 2025","Доступность элементов","UI/unauthorized/main-page.spec.ts","",""
"","897","[GET] Hello выводит переданный name","API","Tue Aug 19 14:45:19 UTC 2025","passed","Tue Aug 19 14:45:20 UTC 2025","","API/hello.spec.ts","",""
"","13949","Проверить попап уведомлений для неавторизованного пользователя","unauthorized","Tue Aug 19 14:44:47 UTC 2025","passed","Tue Aug 19 14:45:01 UTC 2025","Доступность элементов","UI/unauthorized/main-page.spec.ts","",""
"","24458","Проверить доступность элементов развернутого меню для авторизованного пользователя","authorized","Tue Aug 19 14:45:39 UTC 2025","passed","Tue Aug 19 14:46:04 UTC 2025","","UI/authorized/main-page.spec.ts","",""
