"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1313","Запрещено удаление аккаунта","API","Tue Aug 19 15:11:42 UTC 2025","passed","Tue Aug 19 15:11:43 UTC 2025","Неавторизованный пользователь","API/user.spec.ts","",""
"","654","[GET] Hello без name","API","Tue Aug 19 15:11:34 UTC 2025","passed","Tue Aug 19 15:11:34 UTC 2025","","API/hello.spec.ts","",""
"","20457","Аутентификация","auth","Tue Aug 19 15:10:38 UTC 2025","passed","Tue Aug 19 15:10:58 UTC 2025","","UI/auth.spec.ts","",""
"","8024","Проверить хедер для неавторизованного пользователя","unauthorized","Tue Aug 19 15:11:09 UTC 2025","passed","Tue Aug 19 15:11:17 UTC 2025","Доступность элементов","UI/unauthorized/main-page.spec.ts","",""
"","10692","Проверить доступность элементов хедера для авторизованного пользователя","authorized","Tue Aug 19 15:11:45 UTC 2025","passed","Tue Aug 19 15:11:56 UTC 2025","","UI/authorized/main-page.spec.ts","",""
"","9738","Проверить список добавления контента для неавторизованного пользователя","unauthorized","Tue Aug 19 15:11:14 UTC 2025","passed","Tue Aug 19 15:11:24 UTC 2025","Доступность элементов","UI/unauthorized/main-page.spec.ts","",""
"","7793","Проверить развернутое меню для неавторизованного пользователя","unauthorized","Tue Aug 19 15:11:24 UTC 2025","passed","Tue Aug 19 15:11:32 UTC 2025","Доступность элементов","UI/unauthorized/main-page.spec.ts","",""
"","10183","Проверить лейаут таба - Первые шаги","unauthorized","Tue Aug 19 15:10:44 UTC 2025","passed","Tue Aug 19 15:10:54 UTC 2025","","UI/unauthorized/for-creators-page.spec.ts","",""
"","9483","Проверить доступность элементов попапа уведомлений для авторизованного пользователя","authorized","Tue Aug 19 15:11:45 UTC 2025","passed","Tue Aug 19 15:11:54 UTC 2025","","UI/authorized/main-page.spec.ts","",""
"","5386","Обновить данные своего аккаунта","API","Tue Aug 19 15:11:39 UTC 2025","passed","Tue Aug 19 15:11:44 UTC 2025","Авторизованный пользователь","API/user.spec.ts","",""
"","7865","Проверить боковое меню для неавторизованного пользователя","unauthorized","Tue Aug 19 15:11:07 UTC 2025","passed","Tue Aug 19 15:11:14 UTC 2025","Доступность элементов","UI/unauthorized/main-page.spec.ts","",""
"","10067","Проверить попап уведомлений для неавторизованного пользователя","unauthorized","Tue Aug 19 15:11:17 UTC 2025","passed","Tue Aug 19 15:11:27 UTC 2025","Доступность элементов","UI/unauthorized/main-page.spec.ts","",""
"","7272","Проверить табы категорий для неавторизованного пользователя","unauthorized","Tue Aug 19 15:11:13 UTC 2025","passed","Tue Aug 19 15:11:20 UTC 2025","Доступность элементов","UI/unauthorized/main-page.spec.ts","",""
"","4057","Получить инфо о User по Id","API","Tue Aug 19 15:11:35 UTC 2025","passed","Tue Aug 19 15:11:39 UTC 2025","Авторизованный пользователь","API/user.spec.ts","",""
"","7619","Переключить тему с темной на светлую","unauthorized","Tue Aug 19 15:11:27 UTC 2025","passed","Tue Aug 19 15:11:34 UTC 2025","","UI/unauthorized/main-page.spec.ts","",""
"","783","[GET] Hello выводит переданный name","API","Tue Aug 19 15:11:33 UTC 2025","passed","Tue Aug 19 15:11:33 UTC 2025","","API/hello.spec.ts","",""
