"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8949","Проверить лейаут таба - Первые шаги","unauthorized","Tue Aug 19 13:17:57 UTC 2025","passed","Tue Aug 19 13:18:06 UTC 2025","","UI/unauthorized/for-creators-page.spec.ts","",""
"","0","Проверить доступность элементов меню пользователя в хедере для авторизованного пользователя","authorized","Tue Aug 19 13:19:47 UTC 2025","skipped","Tue Aug 19 13:19:47 UTC 2025","","UI/authorized/main-page.spec.ts","",""
"","28807","Проверить развернутое меню для неавторизованного пользователя","unauthorized","Tue Aug 19 13:18:59 UTC 2025","passed","Tue Aug 19 13:19:28 UTC 2025","Доступность элементов","UI/unauthorized/main-page.spec.ts","",""
"","30471","Проверить лейаут категорий","unauthorized","Tue Aug 19 13:17:54 UTC 2025","broken","Tue Aug 19 13:18:25 UTC 2025","","UI/unauthorized/categories-page.spec.ts","",""
"","14097","Проверить боковое меню для неавторизованного пользователя","unauthorized","Tue Aug 19 13:18:32 UTC 2025","passed","Tue Aug 19 13:18:46 UTC 2025","Доступность элементов","UI/unauthorized/main-page.spec.ts","",""
"","8381","Проверить лейаут таба - Как развивать канал","unauthorized","Tue Aug 19 13:18:07 UTC 2025","passed","Tue Aug 19 13:18:15 UTC 2025","","UI/unauthorized/for-creators-page.spec.ts","",""
"","13368","Проверить модальное окно авторизации для неавторизованного пользователя","unauthorized","Tue Aug 19 13:19:26 UTC 2025","failed","Tue Aug 19 13:19:40 UTC 2025","Доступность элементов","UI/unauthorized/main-page.spec.ts","",""
"","7752","Проверить доступность контента для неавторизованного пользователя","unauthorized","Tue Aug 19 13:19:28 UTC 2025","passed","Tue Aug 19 13:19:36 UTC 2025","","UI/unauthorized/subscriptions-page.spec.ts","",""
"","13580","Проверить хедер для неавторизованного пользователя","unauthorized","Tue Aug 19 13:18:34 UTC 2025","passed","Tue Aug 19 13:18:47 UTC 2025","Доступность элементов","UI/unauthorized/main-page.spec.ts","",""
"","4419","Обновить данные своего аккаунта","API","Tue Aug 19 13:19:42 UTC 2025","failed","Tue Aug 19 13:19:47 UTC 2025","Авторизованный пользователь","API/user.spec.ts","",""
