"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1417","5. [GET] Получить todo по id","challenges-API","Fri Aug 22 15:00:05 UTC 2025","passed","Fri Aug 22 15:00:06 UTC 2025","","tests/API/challenges.spec.ts","",""
"","7204","Проверить доступность элементов меню пользователя в хедере для авторизованного пользователя","rutube-auth-UI","Fri Aug 22 15:00:32 UTC 2025","passed","Fri Aug 22 15:00:39 UTC 2025","","tests/UI/authorized/main-page.spec.ts","",""
"","13714","Проверить модальное окно авторизации для неавторизованного пользователя","rutube-unauth-UI","Fri Aug 22 14:59:25 UTC 2025","passed","Fri Aug 22 14:59:39 UTC 2025","Доступность элементов","tests/UI/unauthorized/main-page.spec.ts","",""
"","4387","Запрещено удаление чужого аккаунта","learnqa-API","Fri Aug 22 14:59:53 UTC 2025","passed","Fri Aug 22 14:59:58 UTC 2025","Авторизованный пользователь","tests/API/user.spec.ts","",""
"","1448","8. [HEAD] Получить только заголовки запроса","challenges-API","Fri Aug 22 15:00:16 UTC 2025","passed","Fri Aug 22 15:00:18 UTC 2025","","tests/API/challenges.spec.ts","",""
"","1583","2. [GET] Получить список challenges","challenges-API","Fri Aug 22 14:59:59 UTC 2025","passed","Fri Aug 22 15:00:00 UTC 2025","","tests/API/challenges.spec.ts","",""
"","4374","Получить инфо о User по Id","learnqa-API","Fri Aug 22 14:59:49 UTC 2025","passed","Fri Aug 22 14:59:53 UTC 2025","Авторизованный пользователь","tests/API/user.spec.ts","",""
"","9105","Проверить хедер для неавторизованного пользователя","rutube-unauth-UI","Fri Aug 22 14:59:15 UTC 2025","passed","Fri Aug 22 14:59:24 UTC 2025","Доступность элементов","tests/UI/unauthorized/main-page.spec.ts","",""
"","8240","Переключить тему с темной на светлую","rutube-unauth-UI","Fri Aug 22 14:59:37 UTC 2025","passed","Fri Aug 22 14:59:45 UTC 2025","","tests/UI/unauthorized/main-page.spec.ts","",""
"","7431","Проверить лейаут таба - Правила","rutube-unauth-UI","Fri Aug 22 14:59:07 UTC 2025","passed","Fri Aug 22 14:59:15 UTC 2025","","tests/UI/unauthorized/for-creators-page.spec.ts","",""
"","714","[GET] Hello выводит переданный name","learnqa-API","Fri Aug 22 14:59:48 UTC 2025","passed","Fri Aug 22 14:59:48 UTC 2025","","tests/API/hello.spec.ts","",""
"","10496","Проверить доступность элементов развернутого меню для авторизованного пользователя","rutube-auth-UI","Fri Aug 22 15:00:22 UTC 2025","passed","Fri Aug 22 15:00:32 UTC 2025","","tests/UI/authorized/main-page.spec.ts","",""
"","1488","9. [POST] Создать todo","challenges-API","Fri Aug 22 15:00:18 UTC 2025","passed","Fri Aug 22 15:00:19 UTC 2025","","tests/API/challenges.spec.ts","",""
"","7799","Проверить лейаут таба - Как развивать канал","rutube-unauth-UI","Fri Aug 22 14:58:59 UTC 2025","passed","Fri Aug 22 14:59:07 UTC 2025","","tests/UI/unauthorized/for-creators-page.spec.ts","",""
"","1403","Запрещено удаление аккаунта","learnqa-API","Fri Aug 22 14:59:57 UTC 2025","passed","Fri Aug 22 14:59:58 UTC 2025","Неавторизованный пользователь","tests/API/user.spec.ts","",""
