"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9059","Проверить лейаут таба - Как развивать канал","unauthorized","Tue Aug 19 11:57:18 UTC 2025","passed","Tue Aug 19 11:57:27 UTC 2025","","UI/unauthorized/for-creators-page.spec.ts","",""
"","5457","Проверить лейаут таба - Команда R","unauthorized","Tue Aug 19 11:57:42 UTC 2025","passed","Tue Aug 19 11:57:47 UTC 2025","","UI/unauthorized/for-creators-page.spec.ts","",""
"","9929","Проверить боковое меню для неавторизованного пользователя","unauthorized","Tue Aug 19 11:57:47 UTC 2025","passed","Tue Aug 19 11:57:57 UTC 2025","Доступность элементов","UI/unauthorized/main-page.spec.ts","",""
"","13748","Проверить лейаут категорий","unauthorized","Tue Aug 19 11:57:24 UTC 2025","failed","Tue Aug 19 11:57:38 UTC 2025","","UI/unauthorized/categories-page.spec.ts","",""
"","3927","Получить userId после логина","API","Tue Aug 19 11:59:24 UTC 2025","passed","Tue Aug 19 11:59:28 UTC 2025","Авторизованный пользователь","API/user.spec.ts","",""
"","23451","Получить инфо о User по Id","API","Tue Aug 19 11:58:55 UTC 2025","passed","Tue Aug 19 11:59:18 UTC 2025","Авторизованный пользователь","API/user.spec.ts","",""
"","725","[GET] Hello c пустым name","API","Tue Aug 19 11:58:52 UTC 2025","passed","Tue Aug 19 11:58:53 UTC 2025","","API/hello.spec.ts","",""
"","8482","Проверить лейаут таба - Правила","unauthorized","Tue Aug 19 11:58:10 UTC 2025","failed","Tue Aug 19 11:58:19 UTC 2025","","UI/unauthorized/for-creators-page.spec.ts","",""
"","22785","Запрещено удаление чужого аккаунта","API","Tue Aug 19 11:59:28 UTC 2025","passed","Tue Aug 19 11:59:51 UTC 2025","Авторизованный пользователь","API/user.spec.ts","",""
"","0","Проверить доступность элементов меню пользователя в хедере для авторизованного пользователя","authorized","Tue Aug 19 11:59:51 UTC 2025","skipped","Tue Aug 19 11:59:51 UTC 2025","","UI/authorized/main-page.spec.ts","",""
"","14684","Проверить лейаут таба - Монетизация","unauthorized","Tue Aug 19 11:57:27 UTC 2025","passed","Tue Aug 19 11:57:42 UTC 2025","","UI/unauthorized/for-creators-page.spec.ts","",""
"","1","Проверить доступность элементов хедера для авторизованного пользователя","authorized","Tue Aug 19 11:59:51 UTC 2025","skipped","Tue Aug 19 11:59:51 UTC 2025","","UI/authorized/main-page.spec.ts","",""
"","10411","Проверить лейаут таба - Главная","unauthorized","Tue Aug 19 11:56:53 UTC 2025","passed","Tue Aug 19 11:57:03 UTC 2025","","UI/unauthorized/for-creators-page.spec.ts","",""
"","13530","Проверить модальное окно авторизации для неавторизованного пользователя","unauthorized","Tue Aug 19 11:58:28 UTC 2025","passed","Tue Aug 19 11:58:42 UTC 2025","Доступность элементов","UI/unauthorized/main-page.spec.ts","",""
"","3982","Обновить данные своего аккаунта","API","Tue Aug 19 11:59:42 UTC 2025","failed","Tue Aug 19 11:59:46 UTC 2025","Авторизованный пользователь","API/user.spec.ts","",""
"","1816","[GET] Hello выводит переданный name","API","Tue Aug 19 11:58:51 UTC 2025","passed","Tue Aug 19 11:58:52 UTC 2025","","API/hello.spec.ts","",""
"","9027","Проверить хедер для неавторизованного пользователя","unauthorized","Tue Aug 19 11:58:27 UTC 2025","passed","Tue Aug 19 11:58:36 UTC 2025","Доступность элементов","UI/unauthorized/main-page.spec.ts","",""
"","19696","Запрещено удаление аккаунта","API","Tue Aug 19 11:59:29 UTC 2025","passed","Tue Aug 19 11:59:49 UTC 2025","Неавторизованный пользователь","API/user.spec.ts","",""
"","8675","Проверить список добавления контента для неавторизованного пользователя","unauthorized","Tue Aug 19 11:58:20 UTC 2025","passed","Tue Aug 19 11:58:28 UTC 2025","Доступность элементов","UI/unauthorized/main-page.spec.ts","",""
"","30180","Authentication","auth","Tue Aug 19 11:57:24 UTC 2025","broken","Tue Aug 19 11:57:54 UTC 2025","","UI/auth.spec.ts","",""
"","17281","Проверить попап уведомлений для неавторизованного пользователя","unauthorized","Tue Aug 19 11:58:25 UTC 2025","passed","Tue Aug 19 11:58:42 UTC 2025","Доступность элементов","UI/unauthorized/main-page.spec.ts","",""
"","0","Проверить доступность контента для авторизованного пользователя","authorized","Tue Aug 19 11:59:51 UTC 2025","skipped","Tue Aug 19 11:59:51 UTC 2025","","UI/authorized/subscriptions-page.spec.ts","",""
"","10162","Переключить тему с темной на светлую","unauthorized","Tue Aug 19 11:58:42 UTC 2025","passed","Tue Aug 19 11:58:52 UTC 2025","","UI/unauthorized/main-page.spec.ts","",""
"","0","Проверить доступность элементов развернутого меню для авторизованного пользователя","authorized","Tue Aug 19 11:59:51 UTC 2025","skipped","Tue Aug 19 11:59:51 UTC 2025","","UI/authorized/main-page.spec.ts","",""
"","14683","Проверить лейаут таба - Первые шаги","unauthorized","Tue Aug 19 11:57:03 UTC 2025","passed","Tue Aug 19 11:57:18 UTC 2025","","UI/unauthorized/for-creators-page.spec.ts","",""
"","13518","Проверить развернутое меню для неавторизованного пользователя","unauthorized","Tue Aug 19 11:58:36 UTC 2025","passed","Tue Aug 19 11:58:50 UTC 2025","Доступность элементов","UI/unauthorized/main-page.spec.ts","",""
"","27765","Проверить табы категорий для неавторизованного пользователя","unauthorized","Tue Aug 19 11:57:57 UTC 2025","passed","Tue Aug 19 11:58:25 UTC 2025","Доступность элементов","UI/unauthorized/main-page.spec.ts","",""
"","1801","[GET] Hello без name","API","Tue Aug 19 11:58:53 UTC 2025","passed","Tue Aug 19 11:58:55 UTC 2025","","API/hello.spec.ts","",""
"","0","Проверить доступность элементов попапа уведомлений для авторизованного пользователя","authorized","Tue Aug 19 11:59:51 UTC 2025","skipped","Tue Aug 19 11:59:51 UTC 2025","","UI/authorized/main-page.spec.ts","",""
"","15272","Проверить доступность контента для неавторизованного пользователя","unauthorized","Tue Aug 19 11:59:13 UTC 2025","passed","Tue Aug 19 11:59:28 UTC 2025","","UI/unauthorized/subscriptions-page.spec.ts","",""
