"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7936","Переключить тему с темной на светлую","unauthorized","Thu Aug 21 16:38:22 UTC 2025","passed","Thu Aug 21 16:38:30 UTC 2025","","tests/UI/unauthorized/main-page.spec.ts","",""
"","7257","Проверить боковое меню для неавторизованного пользователя","unauthorized","Thu Aug 21 16:38:05 UTC 2025","passed","Thu Aug 21 16:38:13 UTC 2025","Доступность элементов","tests/UI/unauthorized/main-page.spec.ts","",""
"","1385","Запрещено удаление аккаунта","learn-qa-API","Thu Aug 21 16:38:40 UTC 2025","passed","Thu Aug 21 16:38:42 UTC 2025","Неавторизованный пользователь","tests/API/user.spec.ts","",""
"","5367","Обновить данные своего аккаунта","learn-qa-API","Thu Aug 21 16:38:37 UTC 2025","passed","Thu Aug 21 16:38:43 UTC 2025","Авторизованный пользователь","tests/API/user.spec.ts","",""
"","7428","Проверить попап уведомлений для неавторизованного пользователя","unauthorized","Thu Aug 21 16:38:14 UTC 2025","passed","Thu Aug 21 16:38:22 UTC 2025","Доступность элементов","tests/UI/unauthorized/main-page.spec.ts","",""
"","7453","Проверить хедер для неавторизованного пользователя","unauthorized","Thu Aug 21 16:38:07 UTC 2025","passed","Thu Aug 21 16:38:14 UTC 2025","Доступность элементов","tests/UI/unauthorized/main-page.spec.ts","",""
"","1331","Получить список todo. Ошибка в endpoint","challenges-API","Thu Aug 21 16:38:47 UTC 2025","passed","Thu Aug 21 16:38:48 UTC 2025","","tests/API/chalenger.spec.ts","",""
"","9440","Проверить модальное окно авторизации для неавторизованного пользователя","unauthorized","Thu Aug 21 16:38:16 UTC 2025","passed","Thu Aug 21 16:38:25 UTC 2025","Доступность элементов","tests/UI/unauthorized/main-page.spec.ts","",""
"","1316","Получить todo по id","challenges-API","Thu Aug 21 16:38:48 UTC 2025","passed","Thu Aug 21 16:38:50 UTC 2025","","tests/API/chalenger.spec.ts","",""
"","8614","Проверить лейаут таба - Как развивать канал","unauthorized","Thu Aug 21 16:37:51 UTC 2025","passed","Thu Aug 21 16:38:00 UTC 2025","","tests/UI/unauthorized/for-creators-page.spec.ts","",""
"","5160","Запрещено удаление чужого аккаунта","learn-qa-API","Thu Aug 21 16:38:39 UTC 2025","passed","Thu Aug 21 16:38:44 UTC 2025","Авторизованный пользователь","tests/API/user.spec.ts","",""
"","8356","Проверить доступность элементов развернутого меню для авторизованного пользователя","authorized","Thu Aug 21 16:38:53 UTC 2025","passed","Thu Aug 21 16:39:02 UTC 2025","","tests/UI/authorized/main-page.spec.ts","",""
"","1341","Получить список todo","challenges-API","Thu Aug 21 16:38:46 UTC 2025","passed","Thu Aug 21 16:38:47 UTC 2025","","tests/API/chalenger.spec.ts","",""
"","1568","Получить список challenger","challenges-API","Thu Aug 21 16:38:43 UTC 2025","passed","Thu Aug 21 16:38:44 UTC 2025","","tests/API/chalenger.spec.ts","",""
"","8458","Проверить доступность контента для неавторизованного пользователя","unauthorized","Thu Aug 21 16:38:29 UTC 2025","passed","Thu Aug 21 16:38:38 UTC 2025","","tests/UI/unauthorized/subscriptions-page.spec.ts","",""
"","7734","Проверить табы категорий для неавторизованного пользователя","unauthorized","Thu Aug 21 16:38:08 UTC 2025","passed","Thu Aug 21 16:38:16 UTC 2025","Доступность элементов","tests/UI/unauthorized/main-page.spec.ts","",""
"","1398","Получить todo по id. Не существует id","challenges-API","Thu Aug 21 16:38:50 UTC 2025","passed","Thu Aug 21 16:38:51 UTC 2025","","tests/API/chalenger.spec.ts","",""
"","9110","Проверить доступность элементов попапа уведомлений для авторизованного пользователя","authorized","Thu Aug 21 16:38:53 UTC 2025","passed","Thu Aug 21 16:39:02 UTC 2025","","tests/UI/authorized/main-page.spec.ts","",""
"","3827","Получить userId после логина","learn-qa-API","Thu Aug 21 16:38:33 UTC 2025","passed","Thu Aug 21 16:38:37 UTC 2025","Авторизованный пользователь","tests/API/user.spec.ts","",""
"","7081","Проверить лейаут таба - Монетизация","unauthorized","Thu Aug 21 16:37:58 UTC 2025","passed","Thu Aug 21 16:38:05 UTC 2025","","tests/UI/unauthorized/for-creators-page.spec.ts","",""
"","726","[GET] Hello без name","learn-qa-API","Thu Aug 21 16:38:32 UTC 2025","passed","Thu Aug 21 16:38:33 UTC 2025","","tests/API/hello.spec.ts","",""
"","8659","Проверить доступность элементов хедера для авторизованного пользователя","authorized","Thu Aug 21 16:38:53 UTC 2025","passed","Thu Aug 21 16:39:02 UTC 2025","","tests/UI/authorized/main-page.spec.ts","",""
"","10602","Проверить лейаут таба - Первые шаги","unauthorized","Thu Aug 21 16:37:48 UTC 2025","passed","Thu Aug 21 16:37:58 UTC 2025","","tests/UI/unauthorized/for-creators-page.spec.ts","",""
"","7001","Проверить доступность элементов меню пользователя в хедере для авторизованного пользователя","authorized","Thu Aug 21 16:39:02 UTC 2025","passed","Thu Aug 21 16:39:09 UTC 2025","","tests/UI/authorized/main-page.spec.ts","",""
"","20429","Аутентификация","auth","Thu Aug 21 16:37:42 UTC 2025","passed","Thu Aug 21 16:38:02 UTC 2025","","tests/UI/auth.spec.ts","",""
"","4996","Проверить лейаут таба - Команда R","unauthorized","Thu Aug 21 16:38:03 UTC 2025","passed","Thu Aug 21 16:38:08 UTC 2025","","tests/UI/unauthorized/for-creators-page.spec.ts","",""
"","4135","Получить инфо о User по Id","learn-qa-API","Thu Aug 21 16:38:36 UTC 2025","passed","Thu Aug 21 16:38:40 UTC 2025","Авторизованный пользователь","tests/API/user.spec.ts","",""
"","9785","Проверить список добавления контента для неавторизованного пользователя","unauthorized","Thu Aug 21 16:38:13 UTC 2025","passed","Thu Aug 21 16:38:22 UTC 2025","Доступность элементов","tests/UI/unauthorized/main-page.spec.ts","",""
"","8587","Проверить доступность контента для авторизованного пользователя","authorized","Thu Aug 21 16:39:02 UTC 2025","passed","Thu Aug 21 16:39:11 UTC 2025","","tests/UI/authorized/subscriptions-page.spec.ts","",""
"","7146","Проверить лейаут таба - Правила","unauthorized","Thu Aug 21 16:38:00 UTC 2025","passed","Thu Aug 21 16:38:07 UTC 2025","","tests/UI/unauthorized/for-creators-page.spec.ts","",""
"","5907","Проверить лейаут таба - Главная","unauthorized","Thu Aug 21 16:37:42 UTC 2025","passed","Thu Aug 21 16:37:47 UTC 2025","","tests/UI/unauthorized/for-creators-page.spec.ts","",""
"","10274","Проверить font-size кнопки ""Вход и регистрация""","unauthorized","Thu Aug 21 16:38:25 UTC 2025","passed","Thu Aug 21 16:38:35 UTC 2025","","tests/UI/unauthorized/main-page.spec.ts","",""
"","9264","Проверить лейаут категорий","unauthorized","Thu Aug 21 16:37:41 UTC 2025","passed","Thu Aug 21 16:37:51 UTC 2025","","tests/UI/unauthorized/categories-page.spec.ts","",""
"","7717","Проверить развернутое меню для неавторизованного пользователя","unauthorized","Thu Aug 21 16:38:22 UTC 2025","passed","Thu Aug 21 16:38:29 UTC 2025","Доступность элементов","tests/UI/unauthorized/main-page.spec.ts","",""
"","701","[GET] Hello c пустым name","learn-qa-API","Thu Aug 21 16:38:33 UTC 2025","passed","Thu Aug 21 16:38:33 UTC 2025","","tests/API/hello.spec.ts","",""
"","679","[GET] Hello выводит переданный name","learn-qa-API","Thu Aug 21 16:38:31 UTC 2025","passed","Thu Aug 21 16:38:32 UTC 2025","","tests/API/hello.spec.ts","",""
