"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7990","Проверить доступность контента для авторизованного пользователя","rutube-auth-UI","Fri Aug 22 14:48:21 UTC 2025","passed","Fri Aug 22 14:48:29 UTC 2025","","tests/UI/authorized/subscriptions-page.spec.ts","",""
"","6936","Проверить лейаут таба - Правила","rutube-unauth-UI","Fri Aug 22 14:47:05 UTC 2025","passed","Fri Aug 22 14:47:12 UTC 2025","","tests/UI/unauthorized/for-creators-page.spec.ts","",""
"","4088","Получить список выполненных заданий","challenges-API","Fri Aug 22 14:47:53 UTC 2025","passed","Fri Aug 22 14:47:57 UTC 2025","","tests/API/challenges.spec.ts","",""
"","17298","Аутентификация","auth","Fri Aug 22 14:46:47 UTC 2025","passed","Fri Aug 22 14:47:04 UTC 2025","","tests/UI/auth.spec.ts","",""
"","1440","Запрещено удаление аккаунта","learnqa-API","Fri Aug 22 14:47:42 UTC 2025","passed","Fri Aug 22 14:47:43 UTC 2025","Неавторизованный пользователь","tests/API/user.spec.ts","",""
"","7847","Проверить табы категорий для неавторизованного пользователя","rutube-unauth-UI","Fri Aug 22 14:47:12 UTC 2025","passed","Fri Aug 22 14:47:20 UTC 2025","Доступность элементов","tests/UI/unauthorized/main-page.spec.ts","",""
"","1486","Получить список challenger","challenges-API","Fri Aug 22 14:47:44 UTC 2025","passed","Fri Aug 22 14:47:46 UTC 2025","","tests/API/challenges.spec.ts","",""
"","8901","Проверить развернутое меню для неавторизованного пользователя","rutube-unauth-UI","Fri Aug 22 14:47:23 UTC 2025","passed","Fri Aug 22 14:47:32 UTC 2025","Доступность элементов","tests/UI/unauthorized/main-page.spec.ts","",""
"","9276","Проверить модальное окно авторизации для неавторизованного пользователя","rutube-unauth-UI","Fri Aug 22 14:47:20 UTC 2025","passed","Fri Aug 22 14:47:30 UTC 2025","Доступность элементов","tests/UI/unauthorized/main-page.spec.ts","",""
"","8172","Проверить доступность контента для неавторизованного пользователя","rutube-unauth-UI","Fri Aug 22 14:47:32 UTC 2025","passed","Fri Aug 22 14:47:40 UTC 2025","","tests/UI/unauthorized/subscriptions-page.spec.ts","",""
"","5558","Обновить данные своего аккаунта","learnqa-API","Fri Aug 22 14:47:41 UTC 2025","passed","Fri Aug 22 14:47:46 UTC 2025","Авторизованный пользователь","tests/API/user.spec.ts","",""
"","562","[GET] Hello c пустым name","learnqa-API","Fri Aug 22 14:47:36 UTC 2025","passed","Fri Aug 22 14:47:37 UTC 2025","","tests/API/hello.spec.ts","",""
"","10402","Проверить доступность элементов попапа уведомлений для авторизованного пользователя","rutube-auth-UI","Fri Aug 22 14:48:11 UTC 2025","passed","Fri Aug 22 14:48:21 UTC 2025","","tests/UI/authorized/main-page.spec.ts","",""
