"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6505","Проверить лейаут таба - Главная","unauthorized","Wed Aug 20 08:41:43 UTC 2025","passed","Wed Aug 20 08:41:49 UTC 2025","","tests/UI/unauthorized/for-creators-page.spec.ts","",""
"","10495","Проверить доступность элементов хедера для авторизованного пользователя","authorized","Wed Aug 20 08:44:11 UTC 2025","passed","Wed Aug 20 08:44:22 UTC 2025","","tests/UI/authorized/main-page.spec.ts","",""
"","11890","Проверить табы категорий для неавторизованного пользователя","unauthorized","Wed Aug 20 08:43:07 UTC 2025","passed","Wed Aug 20 08:43:19 UTC 2025","Доступность элементов","tests/UI/unauthorized/main-page.spec.ts","",""
"","875","[GET] Hello c пустым name","API","Wed Aug 20 08:43:29 UTC 2025","passed","Wed Aug 20 08:43:29 UTC 2025","","tests/API/hello.spec.ts","",""
"","11078","Проверить модальное окно авторизации для неавторизованного пользователя","unauthorized","Wed Aug 20 08:43:01 UTC 2025","passed","Wed Aug 20 08:43:12 UTC 2025","Доступность элементов","tests/UI/unauthorized/main-page.spec.ts","",""
"","1366","Запрещено удаление аккаунта","API","Wed Aug 20 08:43:38 UTC 2025","passed","Wed Aug 20 08:43:39 UTC 2025","Неавторизованный пользователь","tests/API/user.spec.ts","",""
"","10474","Проверить лейаут таба - Как развивать канал","unauthorized","Wed Aug 20 08:42:06 UTC 2025","passed","Wed Aug 20 08:42:16 UTC 2025","","tests/UI/unauthorized/for-creators-page.spec.ts","",""
"","10776","Проверить список добавления контента для неавторизованного пользователя","unauthorized","Wed Aug 20 08:42:37 UTC 2025","passed","Wed Aug 20 08:42:47 UTC 2025","Доступность элементов","tests/UI/unauthorized/main-page.spec.ts","",""
"","6206","Обновить данные своего аккаунта","API","Wed Aug 20 08:43:34 UTC 2025","passed","Wed Aug 20 08:43:40 UTC 2025","Авторизованный пользователь","tests/API/user.spec.ts","",""
"","20257","Аутентификация","auth","Wed Aug 20 08:42:14 UTC 2025","passed","Wed Aug 20 08:42:34 UTC 2025","","tests/UI/auth.spec.ts","",""
"","13254","Проверить font-size кнопки ""Вход и регистрация""","unauthorized","Wed Aug 20 08:43:19 UTC 2025","passed","Wed Aug 20 08:43:32 UTC 2025","","tests/UI/unauthorized/main-page.spec.ts","",""
"","11138","Проверить доступность элементов развернутого меню для авторизованного пользователя","authorized","Wed Aug 20 08:43:41 UTC 2025","passed","Wed Aug 20 08:43:52 UTC 2025","","tests/UI/authorized/main-page.spec.ts","",""
"","13314","Переключить тему с темной на светлую","unauthorized","Wed Aug 20 08:43:13 UTC 2025","passed","Wed Aug 20 08:43:26 UTC 2025","","tests/UI/unauthorized/main-page.spec.ts","",""
"","778","[GET] Hello выводит переданный name","API","Wed Aug 20 08:43:27 UTC 2025","passed","Wed Aug 20 08:43:28 UTC 2025","","tests/API/hello.spec.ts","",""
"","9692","Проверить доступность контента для авторизованного пользователя","authorized","Wed Aug 20 08:43:53 UTC 2025","passed","Wed Aug 20 08:44:03 UTC 2025","","tests/UI/authorized/subscriptions-page.spec.ts","",""
"","4099","Получить userId после логина","API","Wed Aug 20 08:43:29 UTC 2025","passed","Wed Aug 20 08:43:34 UTC 2025","Авторизованный пользователь","tests/API/user.spec.ts","",""
"","648","[GET] Hello без name","API","Wed Aug 20 08:43:28 UTC 2025","passed","Wed Aug 20 08:43:29 UTC 2025","","tests/API/hello.spec.ts","",""
"","11062","Проверить доступность элементов меню пользователя в хедере для авторизованного пользователя","authorized","Wed Aug 20 08:43:52 UTC 2025","passed","Wed Aug 20 08:44:03 UTC 2025","","tests/UI/authorized/main-page.spec.ts","",""
"","7967","Проверить лейаут таба - Монетизация","unauthorized","Wed Aug 20 08:42:06 UTC 2025","passed","Wed Aug 20 08:42:14 UTC 2025","","tests/UI/unauthorized/for-creators-page.spec.ts","",""
"","4640","Получить инфо о User по Id","API","Wed Aug 20 08:43:33 UTC 2025","passed","Wed Aug 20 08:43:38 UTC 2025","Авторизованный пользователь","tests/API/user.spec.ts","",""
"","9423","Проверить боковое меню для неавторизованного пользователя","unauthorized","Wed Aug 20 08:42:22 UTC 2025","passed","Wed Aug 20 08:42:32 UTC 2025","Доступность элементов","tests/UI/unauthorized/main-page.spec.ts","",""
"","13571","Проверить попап уведомлений для неавторизованного пользователя","unauthorized","Wed Aug 20 08:42:47 UTC 2025","passed","Wed Aug 20 08:43:01 UTC 2025","Доступность элементов","tests/UI/unauthorized/main-page.spec.ts","",""
"","6813","Проверить лейаут таба - Команда R","unauthorized","Wed Aug 20 08:42:28 UTC 2025","passed","Wed Aug 20 08:42:35 UTC 2025","","tests/UI/unauthorized/for-creators-page.spec.ts","",""
"","13969","Проверить развернутое меню для неавторизованного пользователя","unauthorized","Wed Aug 20 08:43:12 UTC 2025","passed","Wed Aug 20 08:43:26 UTC 2025","Доступность элементов","tests/UI/unauthorized/main-page.spec.ts","",""
"","8254","Проверить доступность контента для неавторизованного пользователя","unauthorized","Wed Aug 20 08:43:26 UTC 2025","passed","Wed Aug 20 08:43:34 UTC 2025","","tests/UI/unauthorized/subscriptions-page.spec.ts","",""
"","8462","Проверить лейаут таба - Правила","unauthorized","Wed Aug 20 08:42:14 UTC 2025","passed","Wed Aug 20 08:42:22 UTC 2025","","tests/UI/unauthorized/for-creators-page.spec.ts","",""
"","9821","Проверить хедер для неавторизованного пользователя","unauthorized","Wed Aug 20 08:43:02 UTC 2025","passed","Wed Aug 20 08:43:12 UTC 2025","Доступность элементов","tests/UI/unauthorized/main-page.spec.ts","",""
"","12033","Проверить доступность элементов попапа уведомлений для авторизованного пользователя","authorized","Wed Aug 20 08:43:41 UTC 2025","passed","Wed Aug 20 08:43:53 UTC 2025","","tests/UI/authorized/main-page.spec.ts","",""
"","4483","Запрещено удаление чужого аккаунта","API","Wed Aug 20 08:43:35 UTC 2025","passed","Wed Aug 20 08:43:40 UTC 2025","Авторизованный пользователь","tests/API/user.spec.ts","",""
"","6549","Проверить лейаут таба - Первые шаги","unauthorized","Wed Aug 20 08:41:59 UTC 2025","passed","Wed Aug 20 08:42:05 UTC 2025","","tests/UI/unauthorized/for-creators-page.spec.ts","",""
"","13038","Проверить лейаут категорий","unauthorized","Wed Aug 20 08:41:43 UTC 2025","passed","Wed Aug 20 08:41:56 UTC 2025","","tests/UI/unauthorized/categories-page.spec.ts","",""
